2025-11-14T06:09:01.000000000Z [inf]  Starting Container
2025-11-14T06:14:36.422406852Z [inf]    model_fields: {'chain_id': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='chainId', alias_priority=2), 'child_markets': FieldInfo(annotation=Union[List[OpenapiChildMarketDataOpenAPI], NoneType], required=False, default=None, alias='childMarkets', alias_priority=2, description='Child markets'), 'condition_id': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='conditionId', alias_priority=2, description='Resolution info'), 'created_at': FieldInfo(annotation=Union[Annotated[int, Strict(strict=True)], NoneType], required=False, default=None, alias='createdAt', alias_priority=2, description='Time fields (moved to bottom)'), 'cutoff_at': FieldInfo(annotation=Union[Annotated[int, Strict(strict=True)], NoneType], required=False, default=None, alias='cutoffAt', alias_priority=2), 'market_id': FieldInfo(annotation=Union[Annotated[int, Strict(strict=True)], NoneType], required=False, default=None, alias='marketId', alias_priority=2, description='Basic market info'), 'market_title': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='marketTitle', alias_priority=2), 'no_label': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='noLabel', alias_priority=2), 'no_token_id': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='noTokenId', alias_priority=2), 'question_id': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='questionId', alias_priority=2, description='Additional data'), 'quote_token': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='quoteToken', alias_priority=2, description='Chain info'), 'resolved_at': FieldInfo(annotation=Union[Annotated[int, Strict(strict=True)], NoneType], required=False, default=None, alias='resolvedAt', alias_priority=2), 'result_token_id': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='resultTokenId', alias_priority=2), 'rules': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None), 'status': FieldInfo(annotation=Union[ModelsTopicStatus, NoneType], required=False, default=None), 'status_enum': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='statusEnum', alias_priority=2, description='Human-readable status'), 'volume': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, description='Market metrics'), 'yes_label': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='yesLabel', alias_priority=2, description='Labels and rules'), 'yes_token_id': FieldInfo(annotation=Union[Annotated[str, Strict(strict=True)], NoneType], required=False, default=None, alias='yesTokenId', alias_priority=2, description='Token info')} (type: dict)
2025-11-14T06:14:36.423739941Z [inf]    model_fields_set: {'no_label', 'question_id', 'market_title', 'no_token_id', 'yes_label', 'chain_id', 'child_markets', 'created_at', 'status', 'resolved_at', 'quote_token', 'result_token_id', 'cutoff_at', 'market_id', 'rules', 'yes_token_id', 'status_enum', 'condition_id', 'volume'} (type: set)
2025-11-14T06:14:36.423745096Z [inf]    model_json_schema: <bound method BaseModel.model_json_schema of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.423749837Z [inf]    model_parametrized_name: <bound method BaseModel.model_parametrized_name of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.423753901Z [inf]    model_post_init: <bound method BaseModel.model_post_init of OpenapiMarketDataOpenAPI(chain_id='56', child_markets=None, condition_id='', created_at=1763051685, cutoff_at=1763164800, market_id=1741, market_title='Bitcoin Up or Down on November 14?(By 12:00 ET)', no_label='DOWN', no_token_id='91018970723383945947081266674754316249604136933795983503568791999316967625715', question_id='ec43b6f4b8c74fa171f5bb38550917a748aa04c93de2f7f4f6a5c8faf09b5115', quote_token='0x55d398326f99059fF775485246999027B3197955', resolved_at=0, result_token_id='', rules='This market will resolve to "Up" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is lower than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nThis market will resolve to "Down" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is higher than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nIf the final "Close" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.\n\nThe resolution source for this market is Binance, specifically the BTC/USDT "Close" prices currently available at https://www.binance.com/en/trade/BTC_USDT with "1m" and "Candles" selected on the top bar.\n\nPlease note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.', status=<ModelsTopicStatus.TopicStatusActivated: 2>, status_enum='Activated', volume='9525.744000000000000000', yes_label='UP', yes_token_id='48882724128435502781310151024608110816311675396117519564621583904823670689991')> (type: method)
2025-11-14T06:14:36.425740926Z [inf]    model_rebuild: <bound method BaseModel.model_rebuild of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.425747971Z [inf]    model_validate: <bound method BaseModel.model_validate of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.425752955Z [inf]    model_validate_json: <bound method BaseModel.model_validate_json of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.425758355Z [inf]    model_validate_strings: <bound method BaseModel.model_validate_strings of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.425763272Z [inf]    no_label: DOWN (type: str)
2025-11-14T06:14:36.425768521Z [inf]    no_token_id: 91018970723383945947081266674754316249604136933795983503568791999316967625715 (type: str)
2025-11-14T06:14:36.425772936Z [inf]    parse_file: <bound method BaseModel.parse_file of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.425777256Z [inf]    parse_obj: <bound method BaseModel.parse_obj of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.425781311Z [inf]    parse_raw: <bound method BaseModel.parse_raw of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.425786064Z [inf]    question_id: ec43b6f4b8c74fa171f5bb38550917a748aa04c93de2f7f4f6a5c8faf09b5115 (type: str)
2025-11-14T06:14:36.425791528Z [inf]    quote_token: 0x55d398326f99059fF775485246999027B3197955 (type: str)
2025-11-14T06:14:36.425795844Z [inf]    resolved_at: 0 (type: int)
2025-11-14T06:14:36.426133457Z [inf]    result_token_id:  (type: str)
2025-11-14T06:14:36.426138898Z [inf]    rules: This market will resolve to "Up" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 '25 12:00 in the ET timezone (noon) is lower than the final "Close" price for the Nov 14 '25 12:00 ET candle.
2025-11-14T06:14:36.426143305Z [inf]  
2025-11-14T06:14:36.426148056Z [inf]  This market will resolve to "Down" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 '25 12:00 in the ET timezone (noon) is higher than the final "Close" price for the Nov 14 '25 12:00 ET candle.
2025-11-14T06:14:36.426152336Z [inf]  
2025-11-14T06:14:36.426156274Z [inf]  If the final "Close" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.
2025-11-14T06:14:36.426160495Z [inf]  
2025-11-14T06:14:36.426164371Z [inf]  The resolution source for this market is Binance, specifically the BTC/USDT "Close" prices currently available at https://www.binance.com/en/trade/BTC_USDT with "1m" and "Candles" selected on the top bar.
2025-11-14T06:14:36.426168161Z [inf]  
2025-11-14T06:14:36.426172617Z [inf]  Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets. (type: str)
2025-11-14T06:14:36.426176941Z [inf]    schema: <bound method BaseModel.schema of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.426182363Z [inf]    schema_json: <bound method BaseModel.schema_json of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.426186269Z [inf]    status: ModelsTopicStatus.TopicStatusActivated (type: ModelsTopicStatus)
2025-11-14T06:14:36.426189993Z [inf]    status_enum: Activated (type: str)
2025-11-14T06:14:36.426193954Z [inf]    to_dict: <bound method OpenapiMarketDataOpenAPI.to_dict of OpenapiMarketDataOpenAPI(chain_id='56', child_markets=None, condition_id='', created_at=1763051685, cutoff_at=1763164800, market_id=1741, market_title='Bitcoin Up or Down on November 14?(By 12:00 ET)', no_label='DOWN', no_token_id='91018970723383945947081266674754316249604136933795983503568791999316967625715', question_id='ec43b6f4b8c74fa171f5bb38550917a748aa04c93de2f7f4f6a5c8faf09b5115', quote_token='0x55d398326f99059fF775485246999027B3197955', resolved_at=0, result_token_id='', rules='This market will resolve to "Up" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is lower than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nThis market will resolve to "Down" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is higher than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nIf the final "Close" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.\n\nThe resolution source for this market is Binance, specifically the BTC/USDT "Close" prices currently available at https://www.binance.com/en/trade/BTC_USDT with "1m" and "Candles" selected on the top bar.\n\nPlease note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.', status=<ModelsTopicStatus.TopicStatusActivated: 2>, status_enum='Activated', volume='9525.744000000000000000', yes_label='UP', yes_token_id='48882724128435502781310151024608110816311675396117519564621583904823670689991')> (type: method)
2025-11-14T06:14:36.426697407Z [inf]    to_json: <bound method OpenapiMarketDataOpenAPI.to_json of OpenapiMarketDataOpenAPI(chain_id='56', child_markets=None, condition_id='', created_at=1763051685, cutoff_at=1763164800, market_id=1741, market_title='Bitcoin Up or Down on November 14?(By 12:00 ET)', no_label='DOWN', no_token_id='91018970723383945947081266674754316249604136933795983503568791999316967625715', question_id='ec43b6f4b8c74fa171f5bb38550917a748aa04c93de2f7f4f6a5c8faf09b5115', quote_token='0x55d398326f99059fF775485246999027B3197955', resolved_at=0, result_token_id='', rules='This market will resolve to "Up" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is lower than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nThis market will resolve to "Down" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is higher than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nIf the final "Close" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.\n\nThe resolution source for this market is Binance, specifically the BTC/USDT "Close" prices currently available at https://www.binance.com/en/trade/BTC_USDT with "1m" and "Candles" selected on the top bar.\n\nPlease note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.', status=<ModelsTopicStatus.TopicStatusActivated: 2>, status_enum='Activated', volume='9525.744000000000000000', yes_label='UP', yes_token_id='48882724128435502781310151024608110816311675396117519564621583904823670689991')> (type: method)
2025-11-14T06:14:36.426703451Z [inf]    to_str: <bound method OpenapiMarketDataOpenAPI.to_str of OpenapiMarketDataOpenAPI(chain_id='56', child_markets=None, condition_id='', created_at=1763051685, cutoff_at=1763164800, market_id=1741, market_title='Bitcoin Up or Down on November 14?(By 12:00 ET)', no_label='DOWN', no_token_id='91018970723383945947081266674754316249604136933795983503568791999316967625715', question_id='ec43b6f4b8c74fa171f5bb38550917a748aa04c93de2f7f4f6a5c8faf09b5115', quote_token='0x55d398326f99059fF775485246999027B3197955', resolved_at=0, result_token_id='', rules='This market will resolve to "Up" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is lower than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nThis market will resolve to "Down" if the "Close" price for the Binance 1 minute candle for BTC/USDT Nov 13 \'25 12:00 in the ET timezone (noon) is higher than the final "Close" price for the Nov 14 \'25 12:00 ET candle.\n\nIf the final "Close" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.\n\nThe resolution source for this market is Binance, specifically the BTC/USDT "Close" prices currently available at https://www.binance.com/en/trade/BTC_USDT with "1m" and "Candles" selected on the top bar.\n\nPlease note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.', status=<ModelsTopicStatus.TopicStatusActivated: 2>, status_enum='Activated', volume='9525.744000000000000000', yes_label='UP', yes_token_id='48882724128435502781310151024608110816311675396117519564621583904823670689991')> (type: method)
2025-11-14T06:14:36.427774086Z [inf]  [INFO] Fetched 17 events from Opinion.trade
2025-11-14T06:14:36.427775002Z [inf]    update_forward_refs: <bound method BaseModel.update_forward_refs of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.427782300Z [inf]  [INFO] Events grouped into 1 categories: {'Unknown': 17}
2025-11-14T06:14:36.427782371Z [inf]    validate: <bound method BaseModel.validate of <class 'opinion_api.models.openapi_market_data_open_api.OpenapiMarketDataOpenAPI'>> (type: method)
2025-11-14T06:14:36.427788568Z [inf]    volume: 9525.744000000000000000 (type: str)
2025-11-14T06:14:36.427789114Z [inf]  
2025-11-14T06:14:36.427794855Z [inf]    yes_label: UP (type: str)
2025-11-14T06:14:36.427795277Z [inf]  [INFO] Processing cycle for ChatGPT
2025-11-14T06:14:36.427801164Z [inf]    yes_token_id: 48882724128435502781310151024608110816311675396117519564621583904823670689991 (type: str)
2025-11-14T06:14:36.427801294Z [inf]  [INFO] ChatGPT - Analyzing 1 categories
2025-11-14T06:14:36.427807225Z [inf]  ================================================================================
2025-11-14T06:14:36.427812649Z [inf]  
2025-11-14T06:14:36.427816430Z [inf]  [INFO] Opinion.trade API: Retrieved 17 active markets
2025-11-14T06:14:39.076883165Z [inf]  [CACHE MISS] Fetched & cached technical data for ETH
2025-11-14T06:14:39.301088129Z [inf]  [CACHE MISS] Fetched & cached news data for ETH
2025-11-14T06:14:39.352723450Z [inf]  [CACHE MISS] Fetched & cached volatility data for ETH-USD
2025-11-14T06:14:41.970895910Z [inf]  [INFO] ChatGPT - No opportunities found
2025-11-14T06:14:41.970900194Z [inf]  [INFO] ChatGPT - Cycle complete: 0 bets placed, 3 skipped, 3 events analyzed
2025-11-14T06:14:41.970904094Z [inf]  
2025-11-14T06:14:41.970907942Z [inf]  [INFO] Processing cycle for Gemini
2025-11-14T06:14:41.970911917Z [inf]  [INFO] Gemini - Analyzing 1 categories
2025-11-14T06:14:42.147799221Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T06:14:42.147811055Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T06:14:42.147821617Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T06:14:42.153204860Z [inf]  [INFO] Gemini - No opportunities found
2025-11-14T06:14:42.153214017Z [inf]  [INFO] Gemini - Cycle complete: 0 bets placed, 3 skipped, 3 events analyzed
2025-11-14T06:14:42.153221474Z [inf]  
2025-11-14T06:14:42.153229011Z [inf]  [INFO] Processing cycle for Qwen
2025-11-14T06:14:42.153236170Z [inf]  [INFO] Qwen - Analyzing 1 categories
2025-11-14T06:14:43.043314732Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T06:14:43.043320006Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T06:14:43.043324621Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T06:14:43.385826240Z [inf]  [INFO] Qwen - No opportunities found
2025-11-14T06:14:43.385831456Z [inf]  [INFO] Qwen - Cycle complete: 0 bets placed, 3 skipped, 3 events analyzed
2025-11-14T06:14:43.385836451Z [inf]  
2025-11-14T06:14:43.385846200Z [inf]  [INFO] Processing cycle for Deepseek
2025-11-14T06:14:43.385853460Z [inf]  [INFO] Deepseek - Analyzing 1 categories
2025-11-14T06:15:13.297961109Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T06:15:13.297970535Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T06:15:13.297977465Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T06:15:33.298216899Z [err]  100.64.0.3 - - [14/Nov/2025 06:15:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:15:33.298224110Z [err]  100.64.0.3 - - [14/Nov/2025 06:15:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:15:33.298230731Z [err]  100.64.0.2 - - [14/Nov/2025 06:15:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:15:33.298238313Z [err]  100.64.0.3 - - [14/Nov/2025 06:15:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:15:33.298245438Z [err]  100.64.0.2 - - [14/Nov/2025 06:15:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:15:33.298252164Z [err]  100.64.0.2 - - [14/Nov/2025 06:15:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:15:33.298259926Z [err]  100.64.0.3 - - [14/Nov/2025 06:15:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:15:33.298266767Z [err]  100.64.0.3 - - [14/Nov/2025 06:15:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:15:33.298273338Z [err]  100.64.0.2 - - [14/Nov/2025 06:15:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:15:33.298281213Z [err]  100.64.0.2 - - [14/Nov/2025 06:15:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:15:33.298287653Z [err]  100.64.0.6 - - [14/Nov/2025 06:15:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:15:33.298294106Z [err]  100.64.0.13 - - [14/Nov/2025 06:15:32] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:15:33.298302044Z [err]  100.64.0.2 - - [14/Nov/2025 06:15:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:15:33.298308801Z [err]  100.64.0.3 - - [14/Nov/2025 06:15:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:16:33.362051469Z [err]  100.64.0.3 - - [14/Nov/2025 06:16:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:16:33.362054061Z [inf]  [INFO] Deepseek - No opportunities found
2025-11-14T06:16:33.362061601Z [inf]  [INFO] Deepseek - Cycle complete: 0 bets placed, 3 skipped, 3 events analyzed
2025-11-14T06:16:33.362062792Z [err]  100.64.0.2 - - [14/Nov/2025 06:16:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:16:33.362066219Z [inf]  
2025-11-14T06:16:33.362071001Z [inf]  [INFO] Processing cycle for Grok
2025-11-14T06:16:33.362075244Z [inf]  [INFO] Grok - Analyzing 1 categories
2025-11-14T06:16:33.362079208Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T06:16:33.362083089Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T06:16:33.362087024Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T06:16:33.362092049Z [inf]  [INFO] Grok - No opportunities found
2025-11-14T06:16:33.362096554Z [inf]  [INFO] Grok - Cycle complete: 0 bets placed, 3 skipped, 3 events analyzed
2025-11-14T06:16:33.362100323Z [inf]  [ADMIN] Daily cycle completed successfully
2025-11-14T06:16:33.362104128Z [err]  100.64.0.10 - - [14/Nov/2025 06:16:30] "POST /admin/trigger-cycle HTTP/1.1" 200 -
2025-11-14T06:16:33.362107937Z [err]  100.64.0.7 - - [14/Nov/2025 06:16:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:16:33.362111604Z [err]  100.64.0.2 - - [14/Nov/2025 06:16:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:16:33.362115875Z [err]  100.64.0.2 - - [14/Nov/2025 06:16:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:16:33.362122134Z [err]  100.64.0.2 - - [14/Nov/2025 06:16:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:16:33.362126214Z [err]  100.64.0.3 - - [14/Nov/2025 06:16:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:16:33.362130241Z [err]  100.64.0.3 - - [14/Nov/2025 06:16:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:16:33.362696771Z [err]  100.64.0.2 - - [14/Nov/2025 06:16:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:16:33.362704584Z [err]  100.64.0.3 - - [14/Nov/2025 06:16:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:16:33.362709680Z [err]  100.64.0.3 - - [14/Nov/2025 06:16:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:16:33.362716046Z [err]  100.64.0.14 - - [14/Nov/2025 06:16:32] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:16:33.362721144Z [err]  100.64.0.2 - - [14/Nov/2025 06:16:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:16:33.362725620Z [err]  100.64.0.3 - - [14/Nov/2025 06:16:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:17:33.511106488Z [err]  100.64.0.3 - - [14/Nov/2025 06:17:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:17:33.511111937Z [err]  100.64.0.3 - - [14/Nov/2025 06:17:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:17:33.511118438Z [err]  100.64.0.3 - - [14/Nov/2025 06:17:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:17:33.511124107Z [err]  100.64.0.2 - - [14/Nov/2025 06:17:31] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:17:33.511129847Z [err]  100.64.0.2 - - [14/Nov/2025 06:17:31] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:17:33.511135470Z [err]  100.64.0.2 - - [14/Nov/2025 06:17:31] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:17:33.511142352Z [err]  100.64.0.2 - - [14/Nov/2025 06:17:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:17:33.511147876Z [err]  100.64.0.3 - - [14/Nov/2025 06:17:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:17:33.511153470Z [err]  100.64.0.3 - - [14/Nov/2025 06:17:31] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:17:33.511159513Z [err]  100.64.0.2 - - [14/Nov/2025 06:17:31] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:17:33.511165903Z [err]  $BTC-USD: possibly delisted; no price data found  (period=5d)
2025-11-14T06:17:33.511171870Z [err]  $ETH-USD: possibly delisted; no price data found  (period=5d)
2025-11-14T06:17:33.511179483Z [err]  $SOL-USD: possibly delisted; no price data found  (period=5d)
2025-11-14T06:17:33.511185136Z [err]  100.64.0.7 - - [14/Nov/2025 06:17:31] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:17:33.511191508Z [err]  $BNB-USD: possibly delisted; no price data found  (period=5d)
2025-11-14T06:17:33.511197225Z [err]  $DOGE-USD: possibly delisted; no price data found  (period=5d)
2025-11-14T06:17:33.511203703Z [err]  $XRP-USD: possibly delisted; no price data found  (period=5d)
2025-11-14T06:17:33.511210178Z [err]  100.64.0.2 - - [14/Nov/2025 06:17:31] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:17:33.511350616Z [err]  100.64.0.4 - - [14/Nov/2025 06:17:32] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:17:33.511364403Z [err]  100.64.0.3 - - [14/Nov/2025 06:17:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:18:33.553105979Z [err]  100.64.0.4 - - [14/Nov/2025 06:18:32] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:18:33.553113310Z [err]  100.64.0.4 - - [14/Nov/2025 06:18:32] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:18:33.553118936Z [err]  100.64.0.4 - - [14/Nov/2025 06:18:32] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:18:33.553124533Z [err]  100.64.0.4 - - [14/Nov/2025 06:18:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:18:33.553130343Z [err]  100.64.0.4 - - [14/Nov/2025 06:18:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:18:33.553136830Z [err]  100.64.0.15 - - [14/Nov/2025 06:18:32] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:18:33.553142324Z [err]  100.64.0.15 - - [14/Nov/2025 06:18:32] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:18:33.553147696Z [err]  100.64.0.15 - - [14/Nov/2025 06:18:32] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:18:33.553153086Z [err]  100.64.0.15 - - [14/Nov/2025 06:18:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:18:33.553158696Z [err]  100.64.0.15 - - [14/Nov/2025 06:18:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:18:33.553164449Z [err]  100.64.0.14 - - [14/Nov/2025 06:18:32] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:18:33.553169999Z [err]  100.64.0.16 - - [14/Nov/2025 06:18:32] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:18:33.553175854Z [err]  100.64.0.4 - - [14/Nov/2025 06:18:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:18:33.553181229Z [err]  100.64.0.15 - - [14/Nov/2025 06:18:32] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:19:13.665641851Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:12] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:19:13.665648750Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:12] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T06:19:13.665653568Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:12] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T06:19:13.665659381Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:12] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T06:19:13.665663659Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:12] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T06:19:13.665667983Z [err]  100.64.0.3 - - [14/Nov/2025 06:19:12] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T06:19:13.665672565Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:12] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T06:19:21.986990392Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:21] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T06:19:21.986997844Z [err]  100.64.0.15 - - [14/Nov/2025 06:19:21] "GET /api/live-chart-history HTTP/1.1" 200 -
