2025-11-14T20:01:08.000000000Z [inf]  Starting Container
2025-11-14T20:05:35.918500248Z [err]  100.64.0.2 - - [14/Nov/2025 20:05:35] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:05:55.298780385Z [err]  100.64.0.3 - - [14/Nov/2025 20:05:53] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:05:55.298786943Z [err]  100.64.0.3 - - [14/Nov/2025 20:05:53] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:05:55.298790945Z [err]  100.64.0.3 - - [14/Nov/2025 20:05:53] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:05:55.298795194Z [err]  100.64.0.3 - - [14/Nov/2025 20:05:53] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:05:55.298800669Z [err]  100.64.0.3 - - [14/Nov/2025 20:05:53] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:05:55.298806594Z [err]  100.64.0.6 - - [14/Nov/2025 20:05:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:05:55.298818291Z [err]  100.64.0.3 - - [14/Nov/2025 20:05:53] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:05:55.298824470Z [err]  [2025-11-14 20:05:54] [WARNING] [SECURITY] Failed admin logs access attempt from 100.64.0.4
2025-11-14T20:05:55.298830724Z [err]  100.64.0.4 - - [14/Nov/2025 20:05:54] "[31m[1mGET /admin/logs?password=replit HTTP/1.1[0m" 401 -
2025-11-14T20:06:02.675138412Z [err]  [2025-11-14 20:06:02] [INFO] [INFO] Deepseek - No opportunities found
2025-11-14T20:06:02.675144939Z [err]  [2025-11-14 20:06:02] [INFO] [INFO] Deepseek - Cycle complete: 0 bets placed, 6 skipped, 6 events analyzed
2025-11-14T20:06:02.675150577Z [err]  [2025-11-14 20:06:02] [INFO] [INFO] 
2025-11-14T20:06:02.675155149Z [err]  Processing cycle for Grok
2025-11-14T20:06:02.675160835Z [err]  [2025-11-14 20:06:02] [INFO] [INFO] Grok - Analyzing 2 categories
2025-11-14T20:06:03.436696663Z [inf]  [CACHE HIT] Technical data for BTC
2025-11-14T20:06:03.436702952Z [inf]  [CACHE HIT] News data for BTC
2025-11-14T20:06:03.436709931Z [inf]  [CACHE HIT] Volatility data for BTC
2025-11-14T20:06:05.610597848Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:05] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:06:05.610608660Z [err]  100.64.0.5 - - [14/Nov/2025 20:06:05] "[33mGET /api/live-markets HTTP/1.1[0m" 404 -
2025-11-14T20:06:05.610794407Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:06:05.610802423Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:06:05.610809436Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:06:05.610815876Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:04] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:06:05.610821932Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:04] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:06:05.610827574Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:04] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:06:05.610833957Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:04] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:06:05.610840676Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:04] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:06:06.468887142Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:06:06.468901697Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:06:06.468908738Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:06:07.624520471Z [err]  [2025-11-14 20:06:06] [WARNING] [SECURITY] Failed admin logs access attempt from 100.64.0.7
2025-11-14T20:06:07.624529101Z [err]  100.64.0.7 - - [14/Nov/2025 20:06:06] "[31m[1mHEAD /admin/logs?password=replit HTTP/1.1[0m" 401 -
2025-11-14T20:06:08.401462139Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:06:08.401472517Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:06:08.401482628Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:06:09.421997525Z [inf]  [CACHE HIT] Technical data for ETH
2025-11-14T20:06:09.422013162Z [inf]  [CACHE HIT] News data for ETH
2025-11-14T20:06:09.422019923Z [inf]  [CACHE HIT] Volatility data for ETH
2025-11-14T20:06:12.354107621Z [err]  [2025-11-14 20:06:12] [INFO] [INFO] Grok - No opportunities found
2025-11-14T20:06:12.354114103Z [err]  [2025-11-14 20:06:12] [INFO] [INFO] Grok - Cycle complete: 0 bets placed, 6 skipped, 6 events analyzed
2025-11-14T20:06:12.354119980Z [err]  [2025-11-14 20:06:12] [INFO] [ADMIN] Daily cycle completed successfully
2025-11-14T20:06:12.354127684Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:12] "POST /admin/trigger-cycle HTTP/1.1" 200 -
2025-11-14T20:06:31.742563341Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:06:31.742571719Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:06:31.742577990Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:06:31.742583739Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:06:31.742589168Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:06:31.742595038Z [err]  100.64.0.7 - - [14/Nov/2025 20:06:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:06:31.742600581Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:06:34.977300787Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:34] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:06:34.977324317Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:34] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:06:34.977335675Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:34] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:06:34.977445238Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:34] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:06:34.977525016Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:34] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:06:35.928554346Z [err]  100.64.0.2 - - [14/Nov/2025 20:06:35] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:06:55.914468571Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:53] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:06:55.914475715Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:53] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:06:55.914480837Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:53] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:06:55.914484814Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:53] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:06:55.914489167Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:53] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:06:55.914493135Z [err]  100.64.0.6 - - [14/Nov/2025 20:06:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:06:55.914498712Z [err]  100.64.0.3 - - [14/Nov/2025 20:06:53] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:07:25.219078408Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:07:25.219095358Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:07:25.219105597Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:07:25.219115159Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:07:25.219129684Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:07:25.219151820Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:07:25.219160320Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:07:32.908613638Z [err]  100.64.0.2 - - [14/Nov/2025 20:07:32] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:07:32.908627562Z [err]  100.64.0.2 - - [14/Nov/2025 20:07:32] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:07:32.908633125Z [err]  100.64.0.2 - - [14/Nov/2025 20:07:32] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:07:32.908639669Z [err]  100.64.0.2 - - [14/Nov/2025 20:07:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:07:32.908658130Z [err]  100.64.0.2 - - [14/Nov/2025 20:07:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:07:33.333887667Z [err]  100.64.0.2 - - [14/Nov/2025 20:07:33] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:08:03.591452678Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:53] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:08:03.591460398Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:53] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:08:03.591470275Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:53] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:08:03.591477784Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:53] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:08:03.591485891Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:53] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:08:03.591493078Z [err]  100.64.0.2 - - [14/Nov/2025 20:07:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:08:03.591500771Z [err]  100.64.0.3 - - [14/Nov/2025 20:07:53] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:08:32.845786603Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:08:32.845800314Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:08:32.845807999Z [err]  100.64.0.2 - - [14/Nov/2025 20:08:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:08:32.845814658Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:08:32.845888456Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:08:32.845895758Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:08:32.845902834Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:08:32.913154858Z [err]  100.64.0.2 - - [14/Nov/2025 20:08:32] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:08:32.913161040Z [err]  100.64.0.2 - - [14/Nov/2025 20:08:32] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:08:32.924713059Z [err]  100.64.0.2 - - [14/Nov/2025 20:08:32] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:08:32.924718801Z [err]  100.64.0.2 - - [14/Nov/2025 20:08:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:08:32.924724738Z [err]  100.64.0.2 - - [14/Nov/2025 20:08:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:08:33.567826610Z [err]  100.64.0.2 - - [14/Nov/2025 20:08:33] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:09:03.156473037Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:53] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:09:03.156480070Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:53] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:09:03.156488516Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:53] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:09:03.156495833Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:53] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:09:03.156504760Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:53] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:09:03.156513021Z [err]  100.64.0.7 - - [14/Nov/2025 20:08:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:09:03.156520467Z [err]  100.64.0.3 - - [14/Nov/2025 20:08:54] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:09:03.156527747Z [err]  100.64.0.7 - - [14/Nov/2025 20:08:58] "GET /admin/logs?password=replit%23&lines=500 HTTP/1.1" 200 -
2025-11-14T20:09:33.147953643Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:32] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:09:33.148059629Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:09:33.148065486Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:09:33.148070645Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:09:33.148075262Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:09:33.148080065Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:09:33.148085466Z [err]  100.64.0.9 - - [14/Nov/2025 20:09:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:09:33.148090471Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:09:33.148096713Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:32] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:09:33.148101376Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:32] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:09:33.148114051Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:32] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:09:33.148119211Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:32] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:09:33.218315424Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:33] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:09:34.244476832Z [err]  [2025-11-14 20:09:34] [WARNING] [SECURITY] Failed admin logs access attempt from 100.64.0.9
2025-11-14T20:09:34.244491856Z [err]  100.64.0.9 - - [14/Nov/2025 20:09:34] "[31m[1mGET /admin/logs?password=replit HTTP/1.1[0m" 401 -
2025-11-14T20:09:43.354454242Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:43] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:09:43.364112629Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:43] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:09:43.367012540Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:43] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:09:43.370539470Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:43] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:09:43.377055203Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:43] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:09:44.412019202Z [err]  100.64.0.2 - - [14/Nov/2025 20:09:43] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:10:04.434771705Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:53] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:10:04.434780856Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:53] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:10:04.434787814Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:53] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:10:04.434792546Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:53] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:10:04.434798302Z [err]  100.64.0.7 - - [14/Nov/2025 20:09:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:10:04.434865035Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:53] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:10:04.434944998Z [err]  100.64.0.3 - - [14/Nov/2025 20:09:54] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:10:05.344725149Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:04] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:10:05.344731189Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:04] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:10:05.344740461Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:04] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:10:05.344747543Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:04] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:10:05.344754496Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:04] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:10:05.344761385Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:04] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:10:25.609496685Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:10:25.609502854Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:10:25.609508439Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:10:25.609521685Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:10:25.609528555Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:10:25.609535479Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:10:25.609543389Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:10:35.481431029Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:34] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:10:35.481438948Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:34] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:10:35.481446320Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:34] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:10:35.481453856Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:34] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:10:35.481460456Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:34] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:10:35.481467053Z [err]  100.64.0.2 - - [14/Nov/2025 20:10:35] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:10:54.765606574Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:53] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:10:54.765627109Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:53] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:10:54.765647055Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:53] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:10:54.765662594Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:53] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:10:54.765674457Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:53] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:10:54.765683551Z [err]  100.64.0.6 - - [14/Nov/2025 20:10:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:10:54.765692814Z [err]  100.64.0.3 - - [14/Nov/2025 20:10:53] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:11:14.520942656Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:04] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:11:14.520951514Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:04] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:11:14.520960143Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:04] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:11:14.520968079Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:04] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:11:14.520976607Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:04] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:11:14.520985513Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:05] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:11:23.468600425Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:23] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:11:23.468607338Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:23] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:11:23.468613857Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:23] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:11:23.468620761Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:23] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:11:23.468630989Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:23] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:11:24.767207075Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:23] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:11:24.767479864Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:23] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:11:44.443145263Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:34] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:11:44.443155463Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:34] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:11:44.443162408Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:34] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:11:44.443169606Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:34] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:11:44.443181129Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:34] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:11:44.443187527Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:35] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:11:54.320643338Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:53] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:11:54.320649233Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:53] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:11:54.320654980Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:53] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:11:54.320659195Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:53] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:11:54.320668562Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:53] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:11:54.320675082Z [err]  100.64.0.2 - - [14/Nov/2025 20:11:53] "GET /api/ai-thinking HTTP/1.1" 200 -
2025-11-14T20:11:54.320682105Z [err]  100.64.0.3 - - [14/Nov/2025 20:11:53] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:11:57.451673863Z [err]  100.64.0.8 - - [14/Nov/2025 20:11:56] "GET /admin/logs?password=replit%23&lines=500 HTTP/1.1" 200 -
2025-11-14T20:12:01.783778701Z [err]  100.64.0.8 - - [14/Nov/2025 20:12:01] "GET /admin/logs?password=replit%23&lines=500 HTTP/1.1" 200 -
2025-11-14T20:12:02.893733477Z [err]  100.64.0.8 - - [14/Nov/2025 20:12:02] "GET /admin/logs?password=replit%23&lines=500 HTTP/1.1" 200 -
2025-11-14T20:12:03.693990900Z [err]  100.64.0.8 - - [14/Nov/2025 20:12:03] "GET /admin/logs?password=replit%23&lines=500 HTTP/1.1" 200 -
2025-11-14T20:12:05.743118518Z [err]  100.64.0.2 - - [14/Nov/2025 20:12:04] "GET /api/ai-decisions-history?limit=50 HTTP/1.1" 200 -
2025-11-14T20:12:05.743130756Z [err]  100.64.0.2 - - [14/Nov/2025 20:12:04] "GET /api/live-chart-history HTTP/1.1" 200 -
2025-11-14T20:12:05.743141589Z [err]  100.64.0.2 - - [14/Nov/2025 20:12:04] "GET /api/active-positions HTTP/1.1" 200 -
2025-11-14T20:12:05.743148346Z [err]  100.64.0.2 - - [14/Nov/2025 20:12:04] "GET /api/live-metrics HTTP/1.1" 200 -
2025-11-14T20:12:05.743156461Z [err]  100.64.0.2 - - [14/Nov/2025 20:12:04] "GET /api/leaderboard HTTP/1.1" 200 -
2025-11-14T20:12:05.743163575Z [err]  100.64.0.2 - - [14/Nov/2025 20:12:05] "GET /api/market-header HTTP/1.1" 200 -
2025-11-14T20:12:05.743171704Z [err]  [2025-11-14 20:12:05] [INFO] [ADMIN] Daily cycle manually triggered from 100.64.0.8 at 2025-11-14T20:12:05.611921
